Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
Thamel Grand View Hotel,Kathmandu,Thamel Nepal,27.7165,85.3135,+977-1-4704100,4.2,75,USD,Available,https://www.thamelgrandview.com
Kathmandu Valley Resort,Kathmandu,Kathmandu Nepal,27.7100,85.3155,+977-1-4704200,4.3,95,USD,Available,https://www.kathmanduvalleyresort.com
Pashupati Heritage Hotel,Kathmandu,Gaushala Nepal,27.7070,85.3480,+977-1-4496000,4.1,70,USD,Available,https://www.pashupatiheritage.com
Boudha View Hotel,Kathmandu,Boudha Nepal,27.7210,85.3620,+977-1-4486000,4.3,85,USD,Available,https://www.boudhaviewhotel.com
Lalitpur Heritage Resort,Lalitpur,Patan Nepal,27.6730,85.3260,+977-1-5539000,4.4,100,USD,Available,https://www.lalitpurheritage.com
Patan Valley Inn,Lalitpur,Patan Nepal,27.6740,85.3255,+977-1-5540000,4.2,75,USD,Available,https://www.patanvalleyinn.com
Newa Boutique Hotel,Lalitpur,Patan Nepal,27.6725,85.3265,+977-1-5541000,4.5,120,USD,Available,https://www.newaboutiquehotel.com
Bhaktapur Durbar Resort,Bhaktapur,Bhaktapur Nepal,27.6720,85.4295,+977-1-6619500,4.4,110,USD,Available,https://www.bhaktapurdurbarresort.com
Bhaktapur Heritage Lodge,Bhaktapur,Bhaktapur Nepal,27.6715,85.4300,+977-1-6619600,4.3,90,USD,Available,https://www.bhaktapurheritagelodge.com
Nyatapola View Hotel,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6619700,4.2,80,USD,Available,https://www.nyatapolaview.com
Nagarkot Mountain View,Nagarkot,Nagarkot Nepal,27.7175,85.5205,+977-1-6685000,4.5,130,USD,Available,https://www.nagarkotmountainview.com
Nagarkot Horizon Resort,Nagarkot,Nagarkot Nepal,27.7168,85.5198,+977-1-6685100,4.3,100,USD,Available,https://www.nagarkothorizon.com
Dhulikhel Himalayan Resort,Dhulikhel,Dhulikhel Nepal,27.6235,85.5430,+977-11-491700,4.4,120,USD,Available,https://www.dhulikhelhimalayan.com
Dhulikhel View Palace,Dhulikhel,Dhulikhel Nepal,27.6225,85.5440,+977-11-491800,4.3,100,USD,Available,https://www.dhulikhelviewpalace.com
Namo Buddha Retreat,Dhulikhel,Namo Buddha Nepal,27.5685,85.6205,+977-11-401500,4.6,140,USD,Available,https://www.namobuddharetreat.com
Chitwan Safari Paradise,Chitwan,Sauraha Nepal,27.5805,84.4945,+977-56-584000,4.4,105,USD,Available,https://www.chitwansafariparadise.com
Rhino Jungle Camp,Chitwan,Sauraha Nepal,27.5810,84.4955,+977-56-584100,4.3,95,USD,Available,https://www.rhinojunglecamp.com
Tharu Eco Lodge,Chitwan,Sauraha Nepal,27.5820,84.4965,+977-56-584200,4.5,115,USD,Available,https://www.tharuecolodge.com
Jungle Crown Resort,Chitwan,Sauraha Nepal,27.5795,84.4925,+977-56-584300,4.4,100,USD,Available,https://www.junglecrownresort.com
Chitwan Safari Village,Chitwan,Sauraha Nepal,27.5808,84.4948,+977-56-584400,4.3,90,USD,Available,https://www.chitwansafarivillage.com
Green Jungle Resort,Chitwan,Sauraha Nepal,27.5812,84.4952,+977-56-584500,4.4,100,USD,Available,https://www.greenjungleresort.com
Wildlife Paradise Lodge,Chitwan,Chitwan Nepal,27.5825,84.4970,+977-56-584600,4.2,85,USD,Available,https://www.wildlifeparadiselodge.com
Sauraha Jungle View,Sauraha,Chitwan Nepal,27.5800,84.4930,+977-56-584700,4.1,75,USD,Available,https://www.saurahajungleview.com
Elephant Valley Resort,Chitwan,Sauraha Nepal,27.5798,84.4928,+977-56-584800,4.3,95,USD,Available,https://www.elephantvalleyresort.com
Buddha Garden Resort,Lumbini,Lumbini Nepal,27.4698,83.2758,+977-71-584000,4.3,85,USD,Available,https://www.buddhagardenresort.com
Lumbini Sacred Inn,Lumbini,Lumbini Nepal,27.4702,83.2762,+977-71-584100,4.2,75,USD,Available,https://www.lumbinisacredinn.com
Peaceful Buddha Lodge,Lumbini,Lumbini Nepal,27.4705,83.2750,+977-71-584200,4.4,95,USD,Available,https://www.peacefulbuddhalodge.com
Maya Garden Hotel,Lumbini,Lumbini Nepal,27.4695,83.2765,+977-71-584300,4.3,90,USD,Available,https://www.mayagardenhotel.com
Lumbini Royal Retreat,Lumbini,Lumbini Nepal,27.4710,83.2770,+977-71-584400,4.5,120,USD,Available,https://www.lumbiniretyreat.com
Tiger Palace Resort,Bhairahawa,Rupandehi Nepal,27.5205,83.4505,+977-71-590500,4.6,170,USD,Available,https://www.tigerpalaceresort.com
Bhairahawa Grand Hotel,Bhairahawa,Bhairahawa Nepal,27.5060,83.4550,+977-71-522000,4.2,80,USD,Available,https://www.bhairahawagrandhotel.com
Airport View Hotel,Bhairahawa,Bhairahawa Nepal,27.5055,83.4535,+977-71-522100,4.1,65,USD,Available,https://www.airportviewhotel.com
Lumbini Gateway Hotel,Bhairahawa,Rupandehi Nepal,27.5100,83.4555,+977-71-522200,4.3,90,USD,Available,https://www.lumbinigatewayhotel.com
Siddhartha Garden Inn,Bhairahawa,Bhairahawa Nepal,27.5050,83.4545,+977-71-522300,4.2,75,USD,Available,https://www.siddharthagardeninn.com
Dharan Luxury Resort,Dharan,Dharan Nepal,26.8100,87.2805,+977-25-522000,4.4,110,USD,Available,https://www.dharanluxuryresort.com
Dharan Hill View Hotel,Dharan,Dharan Nepal,26.8115,87.2815,+977-25-522100,4.2,85,USD,Available,https://www.dharanhillview.com
Eastern Hills Resort,Dharan,Dharan Nepal,26.8120,87.2820,+977-25-522200,4.3,95,USD,Available,https://www.easternhillsresort.com
Dharan City Lodge,Dharan,Dharan Nepal,26.8095,87.2795,+977-25-522300,4.0,60,USD,Available,https://www.dharancitylodge.com
Sunrise Dharan Hotel,Dharan,Dharan Nepal,26.8105,87.2800,+977-25-522400,4.2,75,USD,Available,https://www.sunrisedharan.com
Ilam Green Valley Resort,Ilam,Ilam Nepal,26.9100,87.9300,+977-27-522000,4.5,120,USD,Available,https://www.ilamgreenvalley.com
Tea Garden View Hotel,Ilam,Ilam Nepal,26.9120,87.9320,+977-27-522100,4.4,100,USD,Available,https://www.teagardenview.com
Ilam Mountain Retreat,Ilam,Ilam Nepal,26.9110,87.9310,+977-27-522200,4.3,90,USD,Available,https://www.ilammountainretreat.com
Kanyam Nature Resort,Ilam,Kanyam Nepal,26.8805,87.9205,+977-27-522300,4.6,130,USD,Available,https://www.kanyamnatureresort.com
Mai Valley Heritage Inn,Ilam,Mai Valley Nepal,26.9155,87.9355,+977-27-522400,4.2,85,USD,Available,https://www.maivalleyheritage.com
Janakpur Royal Hotel,Janakpur,Janakpur Nepal,26.7285,85.9255,+977-41-522000,4.3,85,USD,Available,https://www.janakpurroyalhotel.com
Janaki Heritage Resort,Janakpur,Janakpur Nepal,26.7275,85.9245,+977-41-522100,4.4,95,USD,Available,https://www.janakiheritageresort.com
Mithila Palace Hotel,Janakpur,Janakpur Nepal,26.7280,85.9260,+977-41-522200,4.2,75,USD,Available,https://www.mithilapalacehotel.com
Sita Heritage Inn,Janakpur,Janakpur Nepal,26.7270,85.9235,+977-41-522300,4.1,65,USD,Available,https://www.sitaheritageinn.com
Janakpur Comfort Lodge,Janakpur,Janakpur Nepal,26.7278,85.9250,+977-41-522400,4.0,60,USD,Available,https://www.janakpurcomfort.com
Palpa Heritage Resort,Tansen,Palpa Nepal,27.8675,83.5465,+977-75-522000,4.5,110,USD,Available,https://www.palpaheritage.com
Tansen Hill View Hotel,Tansen,Palpa Nepal,27.8680,83.5470,+977-75-522100,4.3,90,USD,Available,https://www.tansenhillview.com
Rani Mahal View Lodge,Tansen,Palpa Nepal,27.7905,83.4405,+977-75-522200,4.4,120,USD,Available,https://www.ranimahalview.com
Palpa Valley Inn,Tansen,Palpa Nepal,27.8670,83.5460,+977-75-522300,4.2,80,USD,Available,https://www.palpavalleyinn.com
Srinagar Mountain Resort,Tansen,Palpa Nepal,27.8685,83.5475,+977-75-522400,4.6,140,USD,Available,https://www.srinagarmountain.com
Butwal Heritage Hotel,Butwal,Butwal Nepal,27.7000,83.4500,+977-71-542000,4.2,80,USD,Available,https://www.butwalheritagehotel.com
Butwal Palace Resort,Butwal,Butwal Nepal,27.7005,83.4485,+977-71-542100,4.4,100,USD,Available,https://www.butwalpalaceresort.com
Lumbini View Resort,Butwal,Rupandehi Nepal,27.5055,83.4545,+977-71-542200,4.3,90,USD,Available,https://www.lumbiniviewresort.com
Western Valley Hotel,Butwal,Butwal Nepal,27.7010,83.4510,+977-71-542300,4.1,70,USD,Available,https://www.westernvalleyhotel.com
Butwal Garden Palace,Butwal,Butwal Nepal,27.6995,83.4495,+977-71-542400,4.3,85,USD,Available,https://www.butwalgardenpalace.com
Pokhara Heritage Resort,Pokhara,Lakeside Pokhara Nepal,28.2110,83.9580,+977-61-470000,4.5,120,USD,Available,https://www.pokharaheritage.com
Fewa Lake Palace Hotel,Pokhara,Fewa Lake Nepal,28.2105,83.9575,+977-61-470100,4.4,110,USD,Available,https://www.fewalakepalace.com
Annapurna Garden Lodge,Pokhara,Pokhara Nepal,28.2120,83.9565,+977-61-470200,4.3,95,USD,Available,https://www.annapurnagardenlodge.com
Mountain View Palace,Pokhara,Pokhara Nepal,28.2150,83.9550,+977-61-470300,4.5,130,USD,Available,https://www.mountainviewpalace.com
Pokhara Peace Resort,Pokhara,Pokhara Nepal,28.2130,83.9590,+977-61-470400,4.2,85,USD,Available,https://www.pokharapeaceresort.com
Kathmandu Valley Palace,Kathmandu,Thamel Nepal,27.7150,85.3120,+977-1-4705000,4.3,90,USD,Available,https://www.kathmanduvalleypalace.com
Thamel Heritage Palace,Kathmandu,Thamel Nepal,27.7160,85.3130,+977-1-4705100,4.4,100,USD,Available,https://www.thamelheritagepalace.com
Himalayan View Kathmandu,Kathmandu,Lazimpat Nepal,27.7195,85.3175,+977-1-4418000,4.5,130,USD,Available,https://www.himalayanviewkathmandu.com
Capital Heritage Inn,Kathmandu,Kathmandu Nepal,27.7100,85.3150,+977-1-4705200,4.2,80,USD,Available,https://www.capitalheritageinn.com
Royal Garden Kathmandu,Kathmandu,Kathmandu Nepal,27.7120,85.3180,+977-1-4705300,4.3,95,USD,Available,https://www.royalgardenkathmandu.com
Nagarkot Sunrise Resort,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6686000,4.5,130,USD,Available,https://www.nagarkotsunriseresort.com
Nagarkot Hill Palace,Nagarkot,Nagarkot Nepal,27.7165,85.5195,+977-1-6686100,4.4,115,USD,Available,https://www.nagarkothillpalace.com
Nagarkot Valley Resort,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6686200,4.3,100,USD,Available,https://www.nagarkotvalleyresort.com
Dhulikhel Heritage Resort,Dhulikhel,Dhulikhel Nepal,27.6230,85.5430,+977-11-491900,4.5,120,USD,Available,https://www.dhulikhelheritageresort.com
Himalayan Dhulikhel View,Dhulikhel,Dhulikhel Nepal,27.6240,85.5420,+977-11-492000,4.3,95,USD,Available,https://www.himalayandhulikhelview.com
Bandipur Mountain Palace,Bandipur,Bandipur Nepal,27.9375,84.4065,+977-65-562500,4.4,110,USD,Available,https://www.bandipurmountainpalace.com
Bandipur Valley Resort,Bandipur,Bandipur Nepal,27.9380,84.4070,+977-65-562600,4.3,95,USD,Available,https://www.bandipurvalleyresort.com
Gorkha Mountain Palace,Gorkha,Gorkha Nepal,28.0010,84.6335,+977-64-423000,4.3,100,USD,Available,https://www.gorkhamountainpalace.com
Manaslu View Resort,Gorkha,Manaslu Region Nepal,28.6510,84.6510,+977-64-423100,4.5,130,USD,Available,https://www.manasluviewresort.com
Barpak Heritage Lodge,Gorkha,Barpak Nepal,28.2000,84.7500,+977-64-433000,4.4,105,USD,Available,https://www.barpakheritagelodge.com
Lamjung Mountain Resort,Lamjung,Lamjung Nepal,28.2350,84.3750,+977-66-522500,4.3,90,USD,Available,https://www.lamjungmountainresort.com
Besisahar Heritage Inn,Lamjung,Besisahar Nepal,28.2320,84.3720,+977-66-522600,4.2,75,USD,Available,https://www.besisaharheritage.com
Manang Mountain Palace,Manang,Manang Nepal,28.6670,84.0180,+977-66-444000,4.4,120,USD,Available,https://www.manangmountainpalace.com
Annapurna Valley Lodge,Manang,Annapurna Region Nepal,28.6700,84.0200,+977-66-444100,4.3,100,USD,Available,https://www.annapurnavalleylodge.com
Mustang Royal Lodge,Mustang,Jomsom Nepal,28.7800,83.7300,+977-69-443000,4.5,140,USD,Available,https://www.mustangroyallodge.com
Kagbeni Heritage Hotel,Mustang,Kagbeni Nepal,28.8350,83.7820,+977-69-443100,4.4,110,USD,Available,https://www.kagbeniheritage.com
Marpha Valley Resort,Mustang,Marpha Nepal,28.7500,83.6900,+977-69-443200,4.5,125,USD,Available,https://www.marphavalleyresort.com
Everest Mountain Lodge,Solukhumbu,Namche Nepal,27.8050,86.7100,+977-38-543000,4.6,170,USD,Available,https://www.everestmountainlodge.com
Khumbu Heritage Hotel,Solukhumbu,Khumbu Nepal,27.8060,86.7120,+977-38-543100,4.4,150,USD,Available,https://www.khumbuheritagehotel.com
Lukla Mountain View,Solukhumbu,Lukla Nepal,27.6870,86.7280,+977-38-543200,4.2,100,USD,Available,https://www.luklamountainview.com
Chitwan River Resort,Chitwan,Sauraha Nepal,27.5805,84.4935,+977-56-585000,4.4,105,USD,Available,https://www.chitwanriverresort.com
Jungle Safari Palace,Chitwan,Sauraha Nepal,27.5815,84.4955,+977-56-585100,4.5,120,USD,Available,https://www.junglesafaripalace.com
Tharu Heritage Resort,Chitwan,Sauraha Nepal,27.5820,84.4960,+977-56-585200,4.3,95,USD,Available,https://www.tharuheritageresort.com
Lumbini Heritage Palace,Lumbini,Lumbini Nepal,27.4700,83.2755,+977-71-585000,4.4,100,USD,Available,https://www.lumbiniheritagepalace.com
Buddha Peace Resort,Lumbini,Lumbini Nepal,27.4705,83.2760,+977-71-585100,4.3,90,USD,Available,https://www.buddhapeaceresort.com
Himalayan Crown Resort,Kathmandu,Lazimpat Kathmandu Nepal,27.7190,85.3170,+977-1-4419000,4.5,130,USD,Available,https://www.himalayancrownresort.com
Kathmandu Grand Palace,Kathmandu,Durbarmarg Kathmandu Nepal,27.7110,85.3180,+977-1-4227000,4.4,150,USD,Available,https://www.kathmandugrandpalace.com
Valley Heritage Hotel,Kathmandu,Thamel Kathmandu Nepal,27.7155,85.3125,+977-1-4706000,4.3,95,USD,Available,https://www.valleyheritagehotel.com
Everest View Boutique,Kathmandu,Thamel Kathmandu Nepal,27.7160,85.3130,+977-1-4706100,4.2,85,USD,Available,https://www.everestviewboutique.com
Royal Himalayan Inn,Kathmandu,Kantipath Nepal,27.7105,85.3165,+977-1-4706200,4.4,120,USD,Available,https://www.royalhimalayaninn.com
Thamel Garden Resort,Kathmandu,Thamel Nepal,27.7150,85.3115,+977-1-4706300,4.2,75,USD,Available,https://www.thamelgardenresort.com
Kathmandu Horizon Hotel,Kathmandu,Baluwatar Nepal,27.7180,85.3300,+977-1-4419100,4.3,100,USD,Available,https://www.kathmanduhorizonhotel.com
Patan Royal Heritage,Lalitpur,Patan Nepal,27.6730,85.3260,+977-1-5542000,4.5,130,USD,Available,https://www.patanroyalheritage.com
Newa Courtyard Hotel,Lalitpur,Patan Nepal,27.6725,85.3255,+977-1-5542100,4.4,110,USD,Available,https://www.newacourtyard.com
Lalitpur Palace Inn,Lalitpur,Patan Nepal,27.6740,85.3265,+977-1-5542200,4.3,90,USD,Available,https://www.lalitpurpalaceinn.com
Bhaktapur Royal Courtyard,Bhaktapur,Bhaktapur Nepal,27.6720,85.4295,+977-1-6620000,4.5,125,USD,Available,https://www.bhaktapurroyalcourtyard.com
Durbar Square Heritage Hotel,Bhaktapur,Bhaktapur Nepal,27.6718,85.4300,+977-1-6620100,4.4,105,USD,Available,https://www.durbarheritagehotel.com
Golden Temple Lodge,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6620200,4.3,85,USD,Available,https://www.goldentemplelodge.com
Nagarkot Mountain Palace,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6687000,4.6,150,USD,Available,https://www.nagarkotmountainpalace.com
Nagarkot Sunrise View,Nagarkot,Nagarkot Nepal,27.7165,85.5195,+977-1-6687100,4.4,120,USD,Available,https://www.nagarkotsunriseview.com
Himalayan Panorama Lodge,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6687200,4.3,100,USD,Available,https://www.himalayanpanoramalodge.com
Dhulikhel Grand Resort,Dhulikhel,Dhulikhel Nepal,27.6230,85.5430,+977-11-492100,4.5,135,USD,Available,https://www.dhulikhelgrandresort.com
Dhulikhel Mountain View,Dhulikhel,Dhulikhel Nepal,27.6240,85.5420,+977-11-492200,4.4,115,USD,Available,https://www.dhulikhelmountainview.com
Namo Buddha Heritage Resort,Dhulikhel,Namo Buddha Nepal,27.5680,85.6200,+977-11-401700,4.6,160,USD,Available,https://www.namobuddhaheritageresort.com
Panauti Heritage Palace,Panauti,Panauti Nepal,27.5840,85.5125,+977-11-441000,4.3,95,USD,Available,https://www.panautiheritagepalace.com
Pokhara Royal Lake Resort,Pokhara,Lakeside Pokhara Nepal,28.2110,83.9580,+977-61-471000,4.6,150,USD,Available,https://www.pokhararoyallakeresort.com
Fewa Grand Hotel,Pokhara,Lakeside Pokhara Nepal,28.2105,83.9575,+977-61-471100,4.5,130,USD,Available,https://www.fewagrandhotel.com
Annapurna Lake View,Pokhara,Fewa Lake Nepal,28.2120,83.9565,+977-61-471200,4.4,110,USD,Available,https://www.annapurnalakeview.com
Mountain Glory Palace,Pokhara,Pokhara Nepal,28.2150,83.9550,+977-61-471300,4.6,160,USD,Available,https://www.mountainglorypalace.com
Peaceful Valley Resort,Pokhara,Pokhara Nepal,28.2130,83.9590,+977-61-471400,4.3,95,USD,Available,https://www.peacefulvalleyresort.com
Bandipur Heritage Palace,Bandipur,Bandipur Nepal,27.9370,84.4065,+977-65-563000,4.5,125,USD,Available,https://www.bandipurheritagepalace.com
Bandipur Hill View Resort,Bandipur,Bandipur Nepal,27.9380,84.4070,+977-65-563100,4.4,110,USD,Available,https://www.bandipurhillview.com
Old Town Heritage Inn,Bandipur,Bandipur Nepal,27.9365,84.4060,+977-65-563200,4.3,95,USD,Available,https://www.oldtownheritageinn.com
Gorkha Royal Palace,Gorkha,Gorkha Nepal,28.0010,84.6335,+977-64-424000,4.5,120,USD,Available,https://www.gorkharoyalpalace.com
Manaslu Mountain Resort,Gorkha,Manaslu Nepal,28.6510,84.6510,+977-64-424100,4.6,150,USD,Available,https://www.manaslumountainresort.com
Barpak View Lodge,Gorkha,Barpak Nepal,28.2000,84.7500,+977-64-434000,4.4,100,USD,Available,https://www.barpakviewlodge.com
Lamjung Valley Resort,Lamjung,Lamjung Nepal,28.2350,84.3750,+977-66-523000,4.3,95,USD,Available,https://www.lamjungvalleyresort.com
Besisahar Mountain Lodge,Lamjung,Besisahar Nepal,28.2320,84.3720,+977-66-523100,4.2,80,USD,Available,https://www.besisaharmountainlodge.com
Manang Himalayan Resort,Manang,Manang Nepal,28.6670,84.0180,+977-66-445000,4.5,140,USD,Available,https://www.mananghimalayanresort.com
Annapurna Trek Lodge,Manang,Annapurna Region Nepal,28.6700,84.0200,+977-66-445100,4.4,120,USD,Available,https://www.annapurnatreklodge.com
Mustang Heritage Palace,Mustang,Jomsom Nepal,28.7800,83.7300,+977-69-444000,4.5,145,USD,Available,https://www.mustangheritagepalace.com
Kali Gandaki Resort,Mustang,Kagbeni Nepal,28.8350,83.7820,+977-69-444100,4.4,125,USD,Available,https://www.kaligrandakiresort.com
Marpha Mountain Inn,Mustang,Marpha Nepal,28.7500,83.6900,+977-69-444200,4.5,130,USD,Available,https://www.marphamountaininn.com
Himalayan Crown Resort,Kathmandu,Lazimpat Kathmandu Nepal,27.7190,85.3170,+977-1-4419000,4.5,130,USD,Available,https://www.himalayancrownresort.com
Kathmandu Grand Palace,Kathmandu,Durbarmarg Kathmandu Nepal,27.7110,85.3180,+977-1-4227000,4.4,150,USD,Available,https://www.kathmandugrandpalace.com
Valley Heritage Hotel,Kathmandu,Thamel Kathmandu Nepal,27.7155,85.3125,+977-1-4706000,4.3,95,USD,Available,https://www.valleyheritagehotel.com
Everest View Boutique,Kathmandu,Thamel Kathmandu Nepal,27.7160,85.3130,+977-1-4706100,4.2,85,USD,Available,https://www.everestviewboutique.com
Royal Himalayan Inn,Kathmandu,Kantipath Kathmandu Nepal,27.7105,85.3165,+977-1-4706200,4.4,120,USD,Available,https://www.royalhimalayaninn.com
Thamel Garden Resort,Kathmandu,Thamel Kathmandu Nepal,27.7150,85.3115,+977-1-4706300,4.2,75,USD,Available,https://www.thamelgardenresort.com
Kathmandu Horizon Hotel,Kathmandu,Baluwatar Kathmandu Nepal,27.7180,85.3300,+977-1-4419100,4.3,100,USD,Available,https://www.kathmanduhorizonhotel.com
Patan Royal Heritage,Lalitpur,Patan Nepal,27.6730,85.3260,+977-1-5542000,4.5,130,USD,Available,https://www.patanroyalheritage.com
Newa Courtyard Hotel,Lalitpur,Patan Nepal,27.6725,85.3255,+977-1-5542100,4.4,110,USD,Available,https://www.newacourtyard.com
Lalitpur Palace Inn,Lalitpur,Patan Nepal,27.6740,85.3265,+977-1-5542200,4.3,90,USD,Available,https://www.lalitpurpalaceinn.com
Bhaktapur Royal Courtyard,Bhaktapur,Bhaktapur Nepal,27.6720,85.4295,+977-1-6620000,4.5,125,USD,Available,https://www.bhaktapurroyalcourtyard.com
Durbar Square Heritage Hotel,Bhaktapur,Bhaktapur Nepal,27.6718,85.4300,+977-1-6620100,4.4,105,USD,Available,https://www.durbarheritagehotel.com
Golden Temple Lodge,Bhaktapur,Bhaktapur Nepal,27.6722,85.4305,+977-1-6620200,4.3,85,USD,Available,https://www.goldentemplelodge.com
Nagarkot Mountain Palace,Nagarkot,Nagarkot Nepal,27.7170,85.5200,+977-1-6687000,4.6,150,USD,Available,https://www.nagarkotmountainpalace.com
Nagarkot Sunrise View,Nagarkot,Nagarkot Nepal,27.7165,85.5195,+977-1-6687100,4.4,120,USD,Available,https://www.nagarkotsunriseview.com
Himalayan Panorama Lodge,Nagarkot,Nagarkot Nepal,27.7180,85.5210,+977-1-6687200,4.3,100,USD,Available,https://www.himalayanpanoramalodge.com
Dhulikhel Grand Resort,Dhulikhel,Dhulikhel Nepal,27.6230,85.5430,+977-11-492100,4.5,135,USD,Available,https://www.dhulikhelgrandresort.com
Dhulikhel Mountain View,Dhulikhel,Dhulikhel Nepal,27.6240,85.5420,+977-11-492200,4.4,115,USD,Available,https://www.dhulikhelmountainview.com
Namo Buddha Heritage Resort,Dhulikhel,Namo Buddha Nepal,27.5680,85.6200,+977-11-401700,4.6,160,USD,Available,https://www.namobuddhaheritageresort.com
Panauti Heritage Palace,Panauti,Panauti Nepal,27.5840,85.5125,+977-11-441000,4.3,95,USD,Available,https://www.panautiheritagepalace.com
Pokhara Royal Lake Resort,Pokhara,Lakeside Pokhara Nepal,28.2110,83.9580,+977-61-471000,4.6,150,USD,Available,https://www.pokhararoyallakeresort.com
