Place,Latitude,Longitude,District,accidents,landslide,avalanche,flood,earthquake_damage,Hospital,Police,Fire Station,Emergency_Risk,Natural_Disaster_Risk,Tourism_Risk_Index,Risk_Category
Mardi Himal Base Camp,28.4700,83.9500,Kaski,10,15,8,2,8,0,0,0,100,85,88.0,HIGH
Australian Camp,28.3700,83.8200,Kaski,2,4,0,3,4,50,40,10,15,25,30.0,LOW
Dhampus Village,28.3000,83.8500,Kaski,2,3,0,4,4,60,50,15,10,25,30.0,LOW
Sarangkot Hill,28.2100,83.9500,Kaski,1,2,0,3,3,80,70,25,5,15,20.0,LOW
Begnas Lake Area,28.1700,84.0800,Kaski,2,1,0,10,3,60,50,20,10,35,38.0,MEDIUM
Phewa Lake Trail,28.2100,83.9500,Kaski,1,1,0,8,3,90,80,30,0,15,18.0,LOW
Panchase Forest Trail,28.2200,83.8200,Kaski,3,7,1,2,5,3,3,1,65,60,62.0,MEDIUM
Rupa Lake Viewpoint,28.1500,84.1000,Kaski,1,2,0,8,3,15,10,3,25,35,30.0,LOW
Begnas Lake Viewpoint,28.1600,84.1100,Kaski,1,2,0,9,2,15,12,3,25,35,30.0,LOW
Kahu Danda,28.2500,83.9900,Kaski,1,3,0,2,3,10,8,2,30,25,27.0,LOW
Sarangkot Paragliding Area,28.2100,83.9500,Kaski,5,2,0,2,3,20,15,5,40,20,32.0,MEDIUM
Phewa Lake Peace Temple Route,28.1900,83.9300,Kaski,2,2,0,3,3,20,15,5,20,25,22.0,LOW
Kaskikot Village,28.2500,83.9000,Kaski,2,5,0,3,4,8,6,2,45,40,42.0,MEDIUM
Madi Valley,28.3500,84.0500,Kaski,3,8,1,4,5,3,3,1,70,65,68.0,HIGH
Sikles View Point,28.3700,84.1200,Kaski,4,9,3,3,6,1,1,0,90,75,81.0,HIGH
Kapuche Glacier Lake,28.3500,84.1500,Kaski,6,13,8,2,8,0,0,0,100,95,98.0,HIGH
Manang Airport Area,28.6500,84.0200,Manang,4,10,5,1,8,1,1,0,90,80,84.0,HIGH
Humde Village,28.6700,84.0500,Manang,5,12,7,1,8,0,1,0,95,90,93.0,HIGH
Yak Kharka,28.7500,84.3500,Manang,8,16,13,1,10,0,0,0,100,100,100.0,HIGH
High Camp Thorong,28.7600,84.4000,Manang,10,18,17,1,10,0,0,0,100,100,100.0,HIGH
Muktinath Trek Route,28.8200,83.8700,Mustang,4,9,4,2,6,1,1,0,90,75,81.0,HIGH
Kagbeni Trail Route,28.8400,83.7800,Mustang,3,7,2,3,5,2,2,0,75,65,69.0,HIGH
Lupra Village,28.8500,83.7500,Mustang,3,8,3,2,6,1,1,0,85,70,76.0,HIGH
Yara Valley,29.1500,83.9000,Mustang,6,13,8,1,9,0,0,0,100,95,98.0,HIGH
Ghami Village,29.1800,83.9000,Mustang,3,8,4,1,6,0,1,0,90,75,81.0,HIGH
Tsarang Village,29.1600,83.9500,Mustang,3,7,3,1,5,0,1,0,90,65,75.0,HIGH
Damodar Himal Route,29.0000,84.0500,Mustang,9,17,15,1,10,0,0,0,100,100,100.0,HIGH
Kailash Mountain View Area,29.1000,84.0000,Mustang,7,15,10,1,9,0,0,0,100,98,99.0,HIGH
Barpak Village,28.2200,84.7500,Gorkha,5,12,4,3,8,0,1,0,95,85,89.0,HIGH
Laprak View Point,28.2800,84.7700,Gorkha,4,10,3,3,7,0,1,0,90,80,84.0,HIGH
Gorkha Durbar,28.0000,84.6300,Gorkha,1,2,0,2,7,20,15,5,15,20,17.0,LOW
Manakamana Temple,27.9500,84.5800,Gorkha,1,2,0,3,5,20,15,5,15,20,17.0,LOW
Chumnubri Valley,28.6500,84.8000,Gorkha,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Tsum Valley Monastery,28.6000,84.8500,Gorkha,7,15,10,2,9,0,0,0,100,98,99.0,HIGH
Ruby Valley Trek,28.3000,85.1500,Dhading,6,13,7,3,8,0,1,0,95,90,93.0,HIGH
Ganesh Himal Base Trail,28.2000,85.1000,Dhading,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Sertung Homestay,28.2500,85.1500,Dhading,4,9,3,3,6,1,1,0,85,75,79.0,HIGH
Kuri Kalinchowk,27.9500,86.0500,Dolakha,5,11,7,2,7,1,1,0,90,85,87.0,HIGH
Kalinchowk Bhagwati Temple,27.9600,86.0400,Dolakha,4,10,6,2,7,1,1,0,90,80,84.0,HIGH
Rolwaling Valley,27.8500,86.4500,Dolakha,9,18,15,1,10,0,0,0,100,100,100.0,HIGH
Tsho Rolpa Trek Route,27.8500,86.4700,Dolakha,9,17,14,2,10,0,0,0,100,100,100.0,HIGH
Jiri Trail,27.6300,86.2300,Dolakha,2,6,0,3,5,6,5,1,55,45,50.0,MEDIUM
Pumdikot View Tower,28.1600,83.9000,Kaski,2,3,0,3,4,60,50,15,10,25,30.0,LOW
Kahun Danda,28.2600,84.0000,Kaski,2,4,0,4,4,40,30,10,20,30,35.0,LOW
Panchase Trail,28.2500,83.9000,Kaski,5,8,0,4,5,20,15,5,45,55,60.0,MEDIUM
Kaskikot Village,28.2600,83.9500,Kaski,2,3,0,4,4,50,40,10,15,25,30.0,LOW
Lumle Village,28.3300,83.8200,Kaski,3,6,0,5,5,30,25,10,30,45,50.0,MEDIUM
Ghandruk Village,28.3800,83.8000,Kaski,5,8,3,3,7,15,10,3,55,65,70.0,HIGH
Chhomrong Village,28.4300,83.8500,Kaski,8,12,5,2,8,5,5,2,70,75,78.0,HIGH
MBC Trail,28.4700,83.9000,Kaski,12,16,10,1,9,0,0,0,100,90,92.0,HIGH
Machhapuchhre Base Camp,28.5000,83.9500,Kaski,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Khopra Danda,28.4800,83.6500,Myagdi,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Poon Hill Route,28.4000,83.6900,Myagdi,8,12,5,2,7,5,5,2,70,75,78.0,HIGH
Tatopani Myagdi,28.5200,83.6500,Myagdi,3,5,0,15,5,25,20,5,35,55,60.0,MEDIUM
Dhaulagiri Base Camp,28.7000,83.5000,Myagdi,20,20,18,0,10,0,0,0,100,100,99.0,HIGH
French Pass Trail,28.7500,83.4500,Myagdi,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Muktinath Temple,28.8200,83.8700,Mukthinath,5,8,3,1,7,20,15,5,55,65,70.0,HIGH
Jomsom Area,28.7800,83.7200,Mustang,4,6,3,2,7,20,15,5,45,60,65.0,MEDIUM
Kagbeni Village,28.8500,83.7800,Mustang,6,10,5,1,8,5,5,2,70,75,78.0,HIGH
Marpha Village,28.7500,83.6900,Mustang,2,4,0,2,5,40,30,10,20,35,40.0,MEDIUM
Tukuche Village,28.7800,83.6800,Mustang,3,5,2,2,6,30,25,10,35,45,50.0,MEDIUM
Upper Mustang Lo Manthang,29.1900,83.9600,Mustang,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Chhoser Cave,29.2500,83.9800,Mustang,12,16,10,0,9,0,0,0,100,90,92.0,HIGH
Damodar Kunda,29.2000,84.1000,Mustang,18,20,15,0,10,0,0,0,100,100,98.0,HIGH
Tilicho Lake,28.7000,84.0000,Manang,18,20,15,0,10,0,0,0,100,100,98.0,HIGH
Manang Village,28.6700,84.0200,Manang,10,15,8,1,9,0,0,0,100,90,92.0,HIGH
Ice Lake Manang,28.6500,84.0500,Manang,14,18,12,0,10,0,0,0,100,100,98.0,HIGH
Thorong La Pass,28.7800,84.3900,Manang,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Nar Phu Valley,28.9000,84.3000,Manang,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Koto Village,28.8500,84.3500,Manang,8,12,5,2,8,5,5,2,70,75,78.0,HIGH
Dharapani Trail,28.5500,84.3800,Manang,6,10,3,3,7,5,5,2,65,70,72.0,HIGH
Besisahar Rural Trail,28.2300,84.3800,Lamjung,3,6,0,8,5,30,25,10,35,55,60.0,MEDIUM
Ghalegaun Village,28.3000,84.4200,Lamjung,4,7,0,4,5,30,25,10,35,45,50.0,MEDIUM
Kakani Lamjung Hill,28.2500,84.3500,Lamjung,3,5,0,5,5,40,30,10,25,40,45.0,MEDIUM
Nangidhar Trail,28.4000,84.4000,Lamjung,5,8,0,4,6,20,15,5,45,55,60.0,MEDIUM
Sikles Village,28.4200,84.1700,Kaski,6,10,3,3,7,5,5,2,65,70,72.0,HIGH
Tangting Village,28.4500,84.1500,Kaski,4,7,0,3,6,15,10,3,55,60,65.0,MEDIUM
Kapuche Lake,28.5000,84.2000,Kaski,12,16,8,1,9,0,0,0,100,90,92.0,HIGH
Nawalpur Hill Route,27.7000,84.0000,Nawalpur,2,4,0,8,4,40,30,10,20,35,40.0,MEDIUM
Maula Kalika Trail,27.7000,84.4200,Nawalpur,1,2,0,5,4,50,40,10,10,25,30.0,LOW
Devchuli Mountain,27.7000,84.0000,Nawalpur,4,7,0,5,5,20,15,5,40,50,55.0,MEDIUM
Shailung Hill,27.6500,86.2500,Dolakha,4,9,2,3,6,2,2,0,80,70,75.0,HIGH
Charikot View Tower,27.6700,86.0400,Dolakha,1,3,0,2,4,10,8,2,30,25,27.0,LOW
Big Lake Dolakha,27.8000,86.1000,Dolakha,3,7,2,3,5,3,3,1,65,60,62.0,MEDIUM
Bigu Monastery,27.7800,86.0000,Dolakha,2,5,0,3,5,5,4,1,50,45,47.0,MEDIUM
Kalinchowk Snow Area,27.9500,86.0500,Dolakha,7,15,12,1,9,0,0,0,100,100,100.0,HIGH
Langtang National Park,28.2000,85.5500,Rasuwa,8,16,13,2,10,0,0,0,100,100,100.0,HIGH
Langtang Village,28.2300,85.5600,Rasuwa,5,12,8,2,8,0,1,0,95,90,93.0,HIGH
Kyanjin Gompa,28.2100,85.5700,Rasuwa,7,15,12,1,9,0,0,0,100,100,100.0,HIGH
Tserko Ri,28.2100,85.6000,Rasuwa,9,17,15,1,10,0,0,0,100,100,100.0,HIGH
Gosaikunda Lake,28.0800,85.4200,Rasuwa,10,18,16,1,10,0,0,0,100,100,100.0,HIGH
Helambu Trek,28.0500,85.4500,Sindhupalchok,6,13,9,2,8,0,1,0,95,90,93.0,HIGH
Ama Yangri Peak,28.0500,85.6500,Sindhupalchok,4,10,4,2,7,1,1,0,90,80,84.0,HIGH
Panch Pokhari Trail,28.0000,85.6200,Sindhupalchok,7,15,9,2,9,0,0,0,100,98,99.0,HIGH
Melamchi Bazaar,28.1300,85.5700,Sindhupalchok,1,4,0,8,4,12,10,3,30,40,35.0,MEDIUM
Tatopani Border Area,27.9500,85.9500,Sindhupalchok,3,6,0,10,5,8,7,2,60,65,62.0,MEDIUM
Chisapani Village,28.0200,85.2800,Kathmandu,2,5,0,2,5,10,8,2,40,35,37.0,MEDIUM
Sundarijal Waterfall,27.8000,85.4000,Kathmandu,3,5,0,8,4,20,15,5,35,50,43.0,MEDIUM
Shivapuri National Park,27.8200,85.4000,Kathmandu,4,8,0,5,5,15,10,3,55,55,55.0,MEDIUM
Kirtipur Historical Area,27.6700,85.2800,Kathmandu,1,1,0,2,5,30,25,8,5,10,8.0,LOW
Swayambhunath Temple,27.7150,85.2900,Kathmandu,1,0,0,2,5,40,30,10,5,10,8.0,LOW
Boudhanath Stupa,27.7200,85.3600,Kathmandu,0,0,0,2,4,45,35,12,5,8,7.0,LOW
Pashupatinath Temple,27.7100,85.3500,Kathmandu,0,0,0,3,4,50,40,15,5,10,8.0,LOW
Kathmandu Durbar Square,27.7040,85.3070,Kathmandu,1,0,0,3,8,50,40,15,5,20,12.0,LOW
Bhaktapur Durbar Square,27.6710,85.4290,Bhaktapur,1,0,0,2,7,35,30,10,5,15,10.0,LOW
Nagarkot Sunrise View,27.7200,85.5200,Bhaktapur,2,4,0,3,5,15,10,3,30,35,32.0,LOW
Changunarayan Temple,27.7200,85.4300,Bhaktapur,1,2,0,2,6,20,15,5,15,20,17.0,LOW
Dhulikhel View Point,27.6200,85.5500,Kavrepalanchok,1,3,0,2,4,15,12,3,25,25,25.0,LOW
Namobuddha Monastery,27.5600,85.5900,Kavrepalanchok,2,5,0,3,5,8,6,2,45,40,42.0,MEDIUM
Panauti Heritage Town,27.5800,85.5200,Kavrepalanchok,1,1,0,8,4,15,12,3,25,35,30.0,LOW
Tindhara Waterfall,27.6000,85.4000,Kavrepalanchok,3,6,0,7,4,5,4,1,55,50,52.0,MEDIUM
Rara Lake,29.5269,82.0835,Mugu,6,13,5,4,8,0,0,0,100,95,98.0,HIGH
Rara National Park,29.5000,82.1000,Mugu,7,15,7,3,9,0,0,0,100,98,99.0,HIGH
Mugu Karnali Valley,29.6000,82.2000,Mugu,5,12,6,6,8,0,1,0,95,90,93.0,HIGH
Shey Phoksundo Lake,29.2000,82.9500,Dolpa,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Phoksundo Waterfall,29.2100,82.9400,Dolpa,7,15,10,2,9,0,0,0,100,98,99.0,HIGH
Dho Tarap Valley,29.1000,83.0000,Dolpa,8,16,13,1,10,0,0,0,100,100,100.0,HIGH
Chitwan Jungle Walk,27.5291,84.3542,Chitwan,4,1,0,10,3,40,30,10,20,45,45.0,MEDIUM
Kasara Wildlife Area,27.5300,84.3500,Chitwan,5,1,0,12,3,30,25,10,25,50,52.0,MEDIUM
Sauraha Village,27.5800,84.5000,Chitwan,2,0,0,10,2,70,60,20,5,30,32.0,LOW
Bishazari Lake,27.6200,84.4500,Chitwan,2,1,0,12,3,50,40,15,10,35,38.0,MEDIUM
Devghat Dham,27.9500,84.4200,Tanahu,1,2,0,8,4,60,50,20,10,25,30.0,LOW
Bandipur Village,27.9400,84.4100,Tanahu,3,5,0,5,5,50,40,15,20,35,40.0,MEDIUM
Siddha Cave,27.9500,84.4000,Tanahu,2,4,0,5,4,50,40,15,15,30,35.0,LOW
Dumre Rural Area,27.9500,84.3000,Tanahu,2,3,0,10,4,50,40,15,15,40,42.0,MEDIUM
Tanahu Kalika Trail,27.9500,84.3500,Tanahu,3,6,0,6,5,30,25,10,35,45,50.0,MEDIUM
Madi Valley Trail,27.9000,84.2000,Tanahu,5,8,0,8,6,15,10,3,55,65,70.0,HIGH
Rupa Lake Area,28.1500,84.1000,Kaski,1,1,0,10,3,60,50,20,10,35,38.0,MEDIUM
Begnas View Point,28.1700,84.0800,Kaski,2,2,0,10,3,60,50,20,10,35,38.0,MEDIUM
Panchase Hill,28.2500,83.9000,Kaski,5,8,0,4,5,20,15,5,45,55,60.0,MEDIUM
Annapurna Rural Route,28.5000,83.8000,Kaski,10,15,8,2,9,0,0,0,100,90,92.0,HIGH
Dharapani Annapurna,28.5500,84.3800,Manang,6,10,3,3,7,5,5,2,65,70,72.0,HIGH
Chame Village,28.5500,84.2500,Manang,8,12,5,2,8,5,5,2,70,75,78.0,HIGH
Pisang Village,28.6200,84.1500,Manang,10,15,8,1,9,0,0,0,100,90,92.0,HIGH
Humde Airport Area,28.6500,84.0800,Manang,4,7,3,2,7,10,5,2,60,65,70.0,HIGH
Khangsar Village,28.7000,84.0500,Manang,12,16,10,1,9,0,0,0,100,90,92.0,HIGH
Muktinath Upper Trail,28.8200,83.8700,Mustang,8,12,8,0,8,5,5,2,75,80,82.0,HIGH
Kagbeni River Camp,28.8500,83.7800,Mustang,5,8,4,5,7,10,5,2,65,70,72.0,HIGH
Lo Manthang Route,29.1900,83.9600,Mustang,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Muktinath Jomsom Road,28.7800,83.7200,Mustang,5,10,5,2,7,10,10,3,65,75,78.0,HIGH
Tansen Palpa Heritage,27.8700,83.5400,Palpa,1,3,0,5,4,70,60,20,5,20,25.0,LOW
Srinagar Hill Palpa,27.8500,83.5500,Palpa,3,5,0,4,5,40,30,10,25,35,40.0,MEDIUM
Rani Mahal,27.8800,83.5800,Palpa,2,3,0,8,4,50,40,15,10,30,35.0,LOW
Argali Trail,27.8500,83.6000,Palpa,3,6,0,4,5,30,25,10,30,45,50.0,MEDIUM
Gulmi Resunga Hill,28.0500,83.2500,Gulmi,4,8,0,5,6,20,15,5,45,55,60.0,MEDIUM
Resunga Temple,28.0700,83.2500,Gulmi,2,4,0,5,5,40,30,10,20,35,40.0,MEDIUM
Tamghas Village,28.0800,83.2500,Gulmi,2,5,0,5,5,30,25,10,30,40,45.0,MEDIUM
Ruru Kshetra,27.8700,83.4500,Gulmi,1,2,0,10,4,50,40,15,10,35,38.0,MEDIUM
Swargadwari Temple,28.0600,82.8000,Pyuthan,4,6,0,3,5,20,20,5,35,45,50.0,MEDIUM
Pyuthan Khalanga Hill,28.0900,82.8700,Pyuthan,2,5,0,5,5,30,25,10,25,40,45.0,MEDIUM
Jaljala Rolpa Trail,28.4000,82.6500,Rolpa,12,16,8,3,9,0,0,0,100,90,92.0,HIGH
Sisne Himal Route,28.7000,82.6000,Rukum East,18,20,15,1,10,0,0,0,100,100,98.0,HIGH
Kamal Daha,28.6000,82.5000,Rukum West,6,10,3,5,7,5,5,2,65,75,78.0,HIGH
Musikot View Point,28.6300,82.4800,Rukum West,3,5,0,5,6,30,25,10,25,45,50.0,MEDIUM
Chaurjahari Area,28.6500,82.2000,Rukum West,4,8,0,5,6,20,20,5,40,50,55.0,MEDIUM
Dolpa Phoksundo Route,29.2200,82.9600,Dolpa,18,20,15,1,10,0,0,0,100,100,98.0,HIGH
Shey Phoksundo Trail,29.2500,83.0500,Dolpa,18,20,18,0,10,0,0,0,100,100,99.0,HIGH
Jumla Sinja Heritage,29.4000,82.2000,Jumla,8,12,3,4,7,5,5,2,70,75,78.0,HIGH
Rara Lake Route,29.5269,82.0835,Mugu,8,12,5,3,8,0,0,0,90,85,88.0,HIGH
Khaptad National Park,29.3000,81.1000,Doti,6,8,2,5,6,5,5,2,65,70,72.0,HIGH
Khaptad Ashram Trail,29.2500,81.1500,Doti,5,10,3,4,7,5,5,2,70,75,78.0,HIGH
Ramaroshan Lake,29.1000,81.2000,Achham,8,12,3,5,7,5,5,2,70,75,78.0,HIGH
Badimalika Temple Route,29.5000,81.6000,Bajura,14,18,10,2,9,0,0,0,100,95,95.0,HIGH
Budhinanda Lake,29.7000,81.3000,Bajura,15,18,12,1,10,0,0,0,100,95,95.0,HIGH
Kolti Mountain Trail,29.5000,81.1500,Bajura,8,12,5,3,7,5,5,2,70,75,78.0,HIGH
Api Himal Trek Route,29.9500,80.9500,Darchula,18,20,18,1,10,0,0,0,100,100,99.0,HIGH
Malikarjun Temple,29.8000,80.5500,Darchula,3,6,0,5,6,20,20,5,40,55,60.0,MEDIUM
Khalanga Api View,29.8500,80.5500,Darchula,4,8,0,5,6,20,15,5,45,55,60.0,MEDIUM
Suklaphanta Wetland Trail,28.8500,80.2500,Kanchanpur,3,1,0,15,3,30,30,10,20,50,50.0,MEDIUM
Mahakali River Camp,28.9500,80.1500,Kanchanpur,5,2,0,18,3,20,20,5,40,60,65.0,HIGH
Ghodaghodi Bird Area,28.7000,80.9500,Kailali,2,1,0,15,3,40,30,10,20,45,45.0,MEDIUM
Tikapur Riverside Park,28.5200,81.1300,Kailali,2,1,0,12,3,50,40,15,10,40,38.0,MEDIUM
Bardiya Karnali Camp,28.4500,81.3000,Bardiya,6,2,0,15,3,20,20,5,35,55,60.0,MEDIUM
Blackbuck Conservation Area,28.3000,81.3000,Bardiya,4,1,0,10,3,30,25,10,20,45,45.0,MEDIUM
Banke Forest Safari Route,28.1000,81.7500,Banke,5,2,0,10,3,20,20,5,25,45,50.0,MEDIUM
Balkumari Hill Trail,27.9000,82.5000,Dang,3,4,0,6,5,40,30,10,20,35,40.0,MEDIUM
Chillikot Hill,28.0000,82.7000,Dang,5,7,0,5,6,25,20,5,35,50,55.0,MEDIUM
Ghorahi Valley View,28.0300,82.4800,Dang,2,3,0,8,4,60,50,20,10,25,30.0,LOW
Deukhuri Valley,27.9000,82.6000,Dang,2,1,0,15,3,50,40,15,10,40,42.0,MEDIUM
Tulsipur Hill Route,28.1300,82.3000,Dang,3,5,0,6,5,40,30,10,25,40,45.0,MEDIUM
Swargadwari Rural Path,28.0600,82.8000,Pyuthan,5,8,0,3,6,15,10,3,55,60,65.0,MEDIUM
Rolpa Guerrilla Trail,28.4000,82.6500,Rolpa,10,15,5,3,8,0,0,0,100,85,88.0,HIGH
Thawang Village,28.6000,82.6500,Rolpa,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Rukum Guerrilla Trail,28.6000,82.5000,Rukum West,10,15,5,4,8,0,0,0,100,85,88.0,HIGH
Sani Bheri Camp,28.6200,82.3000,Rukum West,6,10,3,5,7,5,5,2,65,75,78.0,HIGH
Jajarkot Khalanga View,28.7000,82.1800,Jajarkot,5,10,0,5,7,10,10,3,65,70,72.0,HIGH
Jajarkot River Trail,28.6500,82.1500,Jajarkot,6,12,0,8,7,5,5,2,75,80,82.0,HIGH
Bheri River Camp,28.6000,82.2000,Jajarkot,8,12,3,10,7,5,5,2,80,85,85.0,HIGH
Dailekh Dullu Heritage,28.8500,81.7000,Dailekh,2,5,0,5,6,30,25,10,30,45,50.0,MEDIUM
Pancha Deval Area,28.8500,81.7100,Dailekh,1,3,0,5,5,40,30,10,20,35,40.0,MEDIUM
Surkhet Kakrebihar,28.6000,81.6300,Surkhet,1,2,0,8,4,70,60,20,5,25,30.0,LOW
Bulbule Lake,28.6000,81.6200,Surkhet,2,1,0,10,3,70,60,20,10,35,38.0,MEDIUM
Kankrebihar Forest,28.6200,81.6500,Surkhet,3,3,0,8,4,50,40,15,15,30,35.0,LOW
Shey Phoksundo Trek Route,29.2100,82.9500,Dolpa,8,17,12,2,10,0,0,0,100,100,100.0,HIGH
Dunai Village,29.0000,82.8200,Dolpa,3,8,2,4,6,1,1,0,85,75,79.0,HIGH
Juphal Airport Area,29.2800,82.1800,Dolpa,2,5,0,3,5,3,3,1,65,55,60.0,MEDIUM
Tripurakot Temple,29.0500,82.8500,Dolpa,2,4,0,5,4,2,2,0,60,50,55.0,MEDIUM
Kagbeni Dolpa Route,29.1000,82.9000,Dolpa,6,14,9,2,8,0,0,0,100,95,98.0,HIGH
Jumla Sinja Valley,29.2700,82.1800,Jumla,4,10,3,5,7,1,1,0,90,80,84.0,HIGH
Rara Jumla Trek,29.4000,82.3000,Jumla,7,15,8,3,9,0,0,0,100,95,98.0,HIGH
Chandannath Temple,29.2700,82.1800,Jumla,1,3,0,4,5,10,8,2,35,30,32.0,MEDIUM
Patmara Village,29.3500,82.2500,Jumla,3,8,3,3,6,1,1,0,85,75,79.0,HIGH
Kanakasundari Area,29.3000,82.0500,Jumla,3,7,2,4,6,1,1,0,85,70,76.0,HIGH
Limi Valley,30.1500,81.2500,Humla,9,18,15,1,10,0,0,0,100,100,100.0,HIGH
Simikot Town,29.9700,81.8200,Humla,3,8,4,2,7,1,1,0,90,80,84.0,HIGH
Hilsa Border Area,30.0000,81.3000,Humla,7,16,12,1,9,0,0,0,100,100,100.0,HIGH
Limi Lapcha Trek,30.1000,81.3000,Humla,10,18,16,1,10,0,0,0,100,100,100.0,HIGH
Kailash Mansarovar Route Nepal,30.0000,81.5000,Humla,9,17,14,1,10,0,0,0,100,100,100.0,HIGH
Api Himal Base Camp,29.9000,80.9000,Darchula,9,18,15,2,10,0,0,0,100,100,100.0,HIGH
Khalanga Darchula,29.3000,80.6000,Darchula,2,5,0,8,5,8,6,2,55,60,58.0,MEDIUM
Malikarjun Temple,29.4000,80.6000,Darchula,1,3,0,5,4,8,6,2,40,40,40.0,MEDIUM
Tinkar Village,30.0000,80.7000,Darchula,7,15,12,2,9,0,0,0,100,100,100.0,HIGH
Saipal Himal Route,30.0000,81.2000,Bajhang,9,18,15,1,10,0,0,0,100,100,100.0,HIGH
Khaptad National Park,29.3000,81.1000,Bajhang,5,12,4,5,8,0,1,0,95,85,89.0,HIGH
Surma Sarovar,29.6000,81.3000,Bajhang,7,15,10,3,9,0,0,0,100,95,98.0,HIGH
Bungl Valley,29.7000,81.4000,Bajhang,6,14,8,3,8,0,1,0,95,90,93.0,HIGH
Badimalika Temple,29.5000,81.4000,Bajura,7,15,9,2,9,0,0,0,100,95,98.0,HIGH
Budhinanda Lake,29.7000,81.5000,Bajura,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Martadi Bazaar,29.5000,81.6000,Bajura,2,6,1,4,6,3,3,1,70,65,68.0,HIGH
Khaptad View Tower,29.2500,81.1000,Bajhang,4,10,3,4,7,1,1,0,90,80,84.0,HIGH
Ramaroshan Lake,29.3000,81.0000,Achham,5,11,3,5,7,1,1,0,90,85,87.0,HIGH
Ramaroshan Tourism Area,29.3500,81.0500,Achham,4,10,2,5,6,1,1,0,85,80,84.0,HIGH
Mangalsen View Point,29.1300,81.2500,Achham,2,5,0,4,5,5,4,1,50,45,47.0,MEDIUM
Panchadewal Temple,29.2000,81.3000,Achham,1,3,0,4,4,8,6,2,35,30,32.0,MEDIUM
Ghodaghodi Lake,28.7000,80.9500,Kailali,2,0,0,15,3,15,12,3,45,55,50.0,MEDIUM
Tikapur Park,28.5200,81.1200,Kailali,1,0,0,8,2,20,15,5,25,30,27.0,LOW
Karnali River Area,28.6500,81.0000,Kailali,4,0,0,15,3,8,6,2,60,65,62.0,MEDIUM
Dhangadhi Lake Area,28.7000,80.6000,Kailali,1,0,0,6,2,30,25,8,10,20,15.0,LOW
Shuklaphanta National Park,28.9000,80.2500,Kanchanpur,3,0,0,12,2,10,8,2,45,45,45.0,MEDIUM
Dodhara Chandani Bridge,28.8700,80.1800,Kanchanpur,2,0,0,10,2,15,12,3,35,40,38.0,MEDIUM
Brahmadev Temple,29.0000,80.2000,Kanchanpur,1,1,0,6,3,10,8,2,30,30,30.0,LOW
Dadeldhura View Point,29.3000,80.5800,Dadeldhura,2,5,0,4,5,6,5,1,50,45,47.0,MEDIUM
Amargadhi Fort,29.3000,80.5800,Dadeldhura,1,2,0,3,5,10,8,2,30,25,27.0,LOW
Ugratara Temple,29.3200,80.6000,Dadeldhura,1,3,0,4,4,8,6,2,35,35,35.0,MEDIUM
Gokuleshwar Area,29.5000,80.5000,Dadeldhura,3,7,1,3,6,3,3,1,65,60,62.0,MEDIUM
Patrasi Himal Route,29.3000,82.8000,Jumla,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Kakre Bihar,28.6000,81.6000,Surkhet,1,2,0,4,4,15,12,3,25,30,27.0,LOW
Bulbule Lake,28.6000,81.6300,Surkhet,1,1,0,5,3,20,15,5,15,25,20.0,LOW
Deuti Bajai Temple,28.6000,81.6300,Surkhet,1,2,0,3,4,20,15,5,15,20,17.0,LOW
Rara Surkhet Route,28.9000,82.0000,Surkhet,5,12,5,5,7,1,1,0,90,85,87.0,HIGH
Karnali River Rafting Area,28.7000,81.0000,Surkhet,5,0,0,15,3,5,4,1,70,70,70.0,HIGH
Rara National Park East Trail,29.5500,82.1500,Mugu,12,16,8,2,9,0,0,0,100,90,92.0,HIGH
Mugu Gamghadi View,29.3200,82.1800,Mugu,4,8,2,5,6,15,10,3,55,65,70.0,HIGH
Chhayanath Temple,29.3500,82.2000,Mugu,3,6,0,4,5,20,15,5,40,50,55.0,MEDIUM
Dolpa Dunai Valley,29.0000,82.8200,Dolpa,8,12,5,2,8,5,5,2,70,75,78.0,HIGH
Tarap Valley,29.2000,83.0000,Dolpa,15,18,12,0,10,0,0,0,100,95,95.0,HIGH
Dho Tarap Village,29.2500,83.1000,Dolpa,16,20,15,0,10,0,0,0,100,100,98.0,HIGH
Kang La Pass,29.3500,83.3000,Dolpa,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Jumla Rara Route,29.4000,82.2000,Jumla,10,15,8,3,8,0,0,0,100,85,88.0,HIGH
Chandannath Temple,29.2700,82.1800,Jumla,2,4,0,5,5,40,30,10,20,35,40.0,MEDIUM
